standard_concept_id
2101713
2101714
2101719
2101805
2101816
2101828
42742467
42742468
43528040
2102519
2102520
2102532
2102534
2102536
2102538
2102540
2102541
2102553
2102555
2102557
2102700
2102701
2102712
2102732
2102734
2102735
2102736
2102834
2103021
2103032
2103033
2103034
2103035
2103036
2103037
2103038
42732422
2103040
2103041
2103052
2103053
2103054
2103055
2103056
2103058
2103174
2103219
2103220
2103353
2103359
709956
709957
709958
2103360
2103361
2103372
2103373
2103374
2103375
2103376
2103379
2103419
2103420
2103421
2103432
2103433
2103434
2103435
2103436
2103437
2103438
2103439
2103440
2103441
2103452
2103453
2103454
2103455
2103456
2103457
2103496
2103497
2103498
2103499
40756843
40756885
2103500
2103501
2103512
2103513
43527910
2103514
2103515
2103516
2103517
2103518
2103519
2103520
2103521
42742494
42742495
2103532
2103533
2103534
2103535
2103536
2103537
2103538
2103539
2103541
2103552
2103553
2103554
2103555
2103556
2103557
2103558
2103559
2103560
2103561
2103572
2103573
42628053
42627929
2103574
2103575
2103576
46257445
42627866
2103577
2103578
2103579
2103580
2103632
2103633
2103634
2103635
2103636
2103637
2103638
2103639
2103640
2103654
2103655
2103656
2103657
2103658
2103659
2103660
2103661
42732169
42732114
2103831
2103842
2103843
2103844
2103845
2103846
2103847
2103851
2103862
2103863
2103864
2103865
42732170
2103867
42732165
42735676
2104112
2104113
2104114
2104115
2104116
2104117
2104118
2104120
2104121
2104132
2104133
2104134
2104135
2104136
2104236
2104238
2104255
2104261
2104274
2104278
2104279
2104280
2104281
2104292
2104293
2104435
2104436
2104437
2104438
2104439
2104440
2104441
2104452
42732733
2104454
42732763
2104456
2104779
2104780
2104781
2104792
2104793
2104794
2104795
2104796
2104797
42735628
2104834
2104860
2104861
2104872
2104873
2104874
2104875
2104876
2104877
2104896
2104897
2104901
2104912
2104913
2104914
2104915
2104916
2104917
2104918
2104919
2104920
2104921
2104932
2104933
2104934
2104935
2104936
2104937
2104938
2104939
2104940
2104941
2104942
2104943
2105006
2105007
2105008
2105009
2105010
2105011
2105022
2105065
2105085
2105086
2105088
2105089
2105090
2105091
2105102
2105103
2105123
2105131
2105146
2105147
2105148
2105149
2105150
2105151
2105162
2105163
2105164
2105165
2105166
2105167
2105168
2105169
2105170
2105171
2105182
2105183
2105184
2105185
2105186
2105187
2105188
2105189
2105190
2105191
2105202
2105203
2105204
2105205
2105206
2105265
2105266
2105267
2105268
2105269
2105270
2105271
2105282
2105344
2105345
2105346
2105347
2105348
2105366
2105367
2105368
2105369
2105370
2105371
2105382
2105383
2105384
2105385
2105386
2105387
2105388
2105389
2105390
2105391
2105402
2105403
2105404
2105405
2105406
2105407
2105408
2105409
2105410
2105411
2105422
2105423
2105424
2105425
2105426
2105427
2105428
2105429
2105430
2105431
2105442
2105525
2105528
2105531
2105542
2105543
2105544
2105545
2105546
2105548
2105549
2105550
2105551
2105562
2105563
2105564
2105565
2105566
2105567
2105568
2105569
2105570
2105571
2105628
2105670
2105671
2105687
2105688
2105689
2105690
2105691
2105712
2105713
2105714
2105715
2105716
2105717
2105718
2105719
2105720
2105721
2105732
2105733
2105734
2105735
2105736
2105737
2105738
2105739
2105740
2105741
2105752
2105753
2105754
2105755
2105756
2105757
2105758
2105759
2105760
2105761
2105772
2105773
