standard_concept_id
45889879
45889826
45890558
45888355
45888327
45890571
45890572
45888560
45889635
45887717
45887574
45889387
45888337
45887585
45889412
45888521
45888673
45889563
45889681
45889834
45889683
45888211
45888719
45890304
45889642
