SurgeryType,Vocabulary,Code
cholecystectomy,CPT,47420
cholecystectomy,CPT,56336
cholecystectomy,CPT,47449
cholecystectomy,CPT,56329
cholecystectomy,CPT,47402
cholecystectomy,CPT,47434
cholecystectomy,CPT,47409
cholecystectomy,CPT,47414
cholecystectomy,CPT,47626
cholecystectomy,CPT,56333
cholecystectomy,CPT,47403
cholecystectomy,CPT,47407
cholecystectomy,CPT,47438
cholecystectomy,CPT,47419
cholecystectomy,CPT,47613
cholecystectomy,CPT,47430
cholecystectomy,CPT,47604
cholecystectomy,CPT,47450
cholecystectomy,CPT,47607
cholecystectomy,CPT,47624
cholecystectomy,CPT,56334
cholecystectomy,CPT,47433
cholecystectomy,CPT,47457
cholecystectomy,CPT,47431
cholecystectomy,CPT,47406
cholecystectomy,CPT,47410
cholecystectomy,CPT,47623
cholecystectomy,CPT,47453
cholecystectomy,CPT,47436
cholecystectomy,CPT,47605
cholecystectomy,CPT,47622
cholecystectomy,CPT,47603
cholecystectomy,CPT,56325
cholecystectomy,CPT,47418
cholecystectomy,CPT,47608
cholecystectomy,CPT,47625
cholecystectomy,CPT,47454
cholecystectomy,CPT,47416
cholecystectomy,CPT,47627
cholecystectomy,CPT,56342
cholecystectomy,CPT,56331
cholecystectomy,CPT,47602
cholecystectomy,CPT,47400
cholecystectomy,CPT,47422
cholecystectomy,CPT,47439
cholecystectomy,CPT,47615
cholecystectomy,CPT,47619
cholecystectomy,CPT,47617
cholecystectomy,CPT,47614
cholecystectomy,CPT,47618
cholecystectomy,CPT,47408
cholecystectomy,CPT,56332
cholecystectomy,CPT,47446
cholecystectomy,CPT,47437
cholecystectomy,CPT,56327
cholecystectomy,CPT,47629
cholecystectomy,CPT,47630
cholecystectomy,CPT,47429
cholecystectomy,CPT,56341
cholecystectomy,CPT,47404
cholecystectomy,CPT,47447
cholecystectomy,CPT,47423
cholecystectomy,CPT,47621
cholecystectomy,CPT,56335
cholecystectomy,CPT,47443
cholecystectomy,CPT,47417
cholecystectomy,CPT,56328
cholecystectomy,CPT,47600
cholecystectomy,CPT,47609
cholecystectomy,CPT,47435
cholecystectomy,CPT,47415
cholecystectomy,CPT,47442
cholecystectomy,CPT,47448
cholecystectomy,CPT,47460
cholecystectomy,CPT,49310
cholecystectomy,CPT,56339
cholecystectomy,ICD9CM,51.21
cholecystectomy,ICD9CM,51.5
cholecystectomy,ICD9CM,51.4
cholecystectomy,ICD9CM,51.43
cholecystectomy,ICD9CM,51.23
cholecystectomy,ICD9CM,51.41
cholecystectomy,ICD9CM,51.49
cholecystectomy,ICD9CM,51.2
cholecystectomy,ICD9CM,51.59
cholecystectomy,ICD9CM,51.24
cholecystectomy,ICD9CM,51.22
cholecystectomy,ICD9CM,51.51
cholecystectomy,ICD9CM,51.42
cholecystectomy,ICD10PCS,0FB40ZZ
cholecystectomy,ICD10PCS,0FB44ZZ
cholecystectomy,ICD10PCS,0FT44ZZ
cholecystectomy,ICD10PCS,0FB43ZZ
cholecystectomy,ICD10PCS,0FT40ZZ
KneeReplacement,CPT,1014119
KneeReplacement,CPT,27438
KneeReplacement,CPT,1005065
KneeReplacement,CPT,27445
KneeReplacement,CPT,27447
KneeReplacement,CPT,1014118
KneeReplacement,CPT,1005073
KneeReplacement,CPT,27442
KneeReplacement,CPT,27443
KneeReplacement,CPT,27440
KneeReplacement,CPT,27446
KneeReplacement,CPT,27437
KneeReplacement,CPT,27441
KneeReplacement,ICD9CM,81.55
KneeReplacement,ICD9CM,00.80
KneeReplacement,ICD9CM,V43.65
KneeReplacement,ICD9CM,﻿81.54
KneeReplacement,ICD9CM,81.54
KneeReplacement,ICD9CM,00.81
KneeReplacement,ICD9CM,00.83
KneeReplacement,ICD9CM,00.82
KneeReplacement,ICD9CM,00.84
KneeReplacement,ICD10PCS,0SUC0JZ
KneeReplacement,ICD10PCS,0SRW0JA
KneeReplacement,ICD10PCS,0QWD3JZ
KneeReplacement,ICD10PCS,0QUB3JZ
KneeReplacement,ICD10PCS,0SUD4JZ
KneeReplacement,ICD10PCS,0SRU0KZ
KneeReplacement,ICD10PCS,0QRD3JZ
KneeReplacement,ICD10PCS,0QUF3JZ
KneeReplacement,ICD10PCS,0SRD
KneeReplacement,ICD10PCS,0QWC0JZ
KneeReplacement,ICD10PCS,0QUG4JZ
KneeReplacement,ICD10PCS,0QUG0JZ
KneeReplacement,ICD10PCS,0QUD4JZ
KneeReplacement,ICD10PCS,0SRD0JZ
KneeReplacement,ICD10PCS,0SRW0J9
KneeReplacement,ICD10PCS,0SRD07Z
KneeReplacement,ICD10PCS,0SRC0J
KneeReplacement,ICD10PCS,0SRV0K
KneeReplacement,ICD10PCS,0SRC06Z
KneeReplacement,ICD10PCS,0SRC0M
KneeReplacement,ICD10PCS,0QUH0JZ
KneeReplacement,ICD10PCS,0QRF0JZ
KneeReplacement,ICD10PCS,0SRC0NZ
KneeReplacement,ICD10PCS,0QWG4JZ
KneeReplacement,ICD10PCS,0SRC06
KneeReplacement,ICD10PCS,0SRU0J9
KneeReplacement,ICD10PCS,0SRU0K
KneeReplacement,ICD10PCS,0SRW0JZ
KneeReplacement,ICD10PCS,0SRC0L9
KneeReplacement,ICD10PCS,0QWH0JZ
KneeReplacement,ICD10PCS,0SWD0JZ
KneeReplacement,ICD10PCS,0SRD06Z
KneeReplacement,ICD10PCS,0SRD0NZ
KneeReplacement,ICD10PCS,0SRD0M9
KneeReplacement,ICD10PCS,0QRH3JZ
KneeReplacement,ICD10PCS,0SWC3JZ
KneeReplacement,ICD10PCS,0SRD0K
KneeReplacement,ICD10PCS,0SRD06
KneeReplacement,ICD10PCS,0SUU09Z
KneeReplacement,ICD10PCS,0SRU07Z
KneeReplacement,ICD10PCS,0SRT07
KneeReplacement,ICD10PCS,0SWC09Z
KneeReplacement,ICD10PCS,0SRD0LZ
KneeReplacement,ICD10PCS,0QUC4JZ
KneeReplacement,ICD10PCS,0SRC0EZ
KneeReplacement,ICD10PCS,0SUC09C
KneeReplacement,ICD10PCS,0SRC0K
KneeReplacement,ICD10PCS,0QWF3JZ
KneeReplacement,ICD10PCS,0SRV07Z
KneeReplacement,ICD10PCS,0SRV0JA
KneeReplacement,ICD10PCS,0SRC0E
KneeReplacement,ICD10PCS,0SRT0JA
KneeReplacement,ICD10PCS,0SRC0JA
KneeReplacement,ICD10PCS,0SRV0KZ
KneeReplacement,ICD10PCS,0SRD0J9
KneeReplacement,ICD10PCS,0SRC07Z
KneeReplacement,ICD10PCS,0SRD0KZ
KneeReplacement,ICD10PCS,0QWB4JZ
KneeReplacement,ICD10PCS,0SRU0J
KneeReplacement,ICD10PCS,0SRD0L9
KneeReplacement,ICD10PCS,0QRC3JZ
KneeReplacement,ICD10PCS,0QRB4JZ
KneeReplacement,ICD10PCS,0QWD0JZ
KneeReplacement,ICD10PCS,0SUW09Z
KneeReplacement,ICD10PCS,0SRD0LA
KneeReplacement,ICD10PCS,0SUV09Z
KneeReplacement,ICD10PCS,0QWF4JZ
KneeReplacement,ICD10PCS,0QRB0JZ
KneeReplacement,ICD10PCS,0SRD0EZ
KneeReplacement,ICD10PCS,0SRC0MA
KneeReplacement,ICD10PCS,0SRC069
KneeReplacement,ICD10PCS,0SRT0
KneeReplacement,ICD10PCS,0SRU
KneeReplacement,ICD10PCS,0SUC4JZ
KneeReplacement,ICD10PCS,0SRC06A
KneeReplacement,ICD10PCS,0SRU07
KneeReplacement,ICD10PCS,0QUH3JZ
KneeReplacement,ICD10PCS,0SWC0JZ
KneeReplacement,ICD10PCS,0SRC0KZ
KneeReplacement,ICD10PCS,0QUH4JZ
KneeReplacement,ICD10PCS,0QWD4JZ
KneeReplacement,ICD10PCS,0SWC4JZ
KneeReplacement,ICD10PCS,0QUF0JZ
KneeReplacement,ICD10PCS,0QUC0JZ
KneeReplacement,ICD10PCS,0QWF0JZ
KneeReplacement,ICD10PCS,0QUD3JZ
KneeReplacement,ICD10PCS,0QRB3JZ
KneeReplacement,ICD10PCS,0QRD4JZ
KneeReplacement,ICD10PCS,0SRD0L
KneeReplacement,ICD10PCS,0SRD0MZ
KneeReplacement,ICD10PCS,0SRD0N
KneeReplacement,ICD10PCS,0QUF4JZ
KneeReplacement,ICD10PCS,0SUC09Z
KneeReplacement,ICD10PCS,0SRU0JZ
KneeReplacement,ICD10PCS,0QRG0JZ
KneeReplacement,ICD10PCS,0QRC0JZ
KneeReplacement,ICD10PCS,0QRG4JZ
KneeReplacement,ICD10PCS,0QWC3JZ
KneeReplacement,ICD10PCS,0SRW0
KneeReplacement,ICD10PCS,0QRC4JZ
KneeReplacement,ICD10PCS,0QWG0JZ
KneeReplacement,ICD10PCS,0QRG3JZ
KneeReplacement,ICD10PCS,0QWH4JZ
KneeReplacement,ICD10PCS,0SRD0J
KneeReplacement,ICD10PCS,0QUG3JZ
KneeReplacement,ICD10PCS,0QWG3JZ
KneeReplacement,ICD10PCS,0SRV0J
KneeReplacement,ICD10PCS,0SRW
KneeReplacement,ICD10PCS,0SRC0J9
KneeReplacement,ICD10PCS,0SRC0JZ
KneeReplacement,ICD10PCS,0SRD0MA
KneeReplacement,ICD10PCS,0SRT0J9
KneeReplacement,ICD10PCS,0SRT0KZ
KneeReplacement,ICD10PCS,0SRC07
KneeReplacement,ICD10PCS,0QRF3JZ
KneeReplacement,ICD10PCS,0SRT0J
KneeReplacement,ICD10PCS,0SRW07Z
KneeReplacement,ICD10PCS,0SRT0K
KneeReplacement,ICD10PCS,0SRC0N9
KneeReplacement,ICD10PCS,0SRT
KneeReplacement,ICD10PCS,0SRV0J9
KneeReplacement,ICD10PCS,0SUT09Z
KneeReplacement,ICD10PCS,0QRH0JZ
KneeReplacement,ICD10PCS,0SRV
KneeReplacement,ICD10PCS,0QUB4JZ
KneeReplacement,ICD10PCS,0SRC0L
KneeReplacement,ICD10PCS,0SUD09Z
KneeReplacement,ICD10PCS,0SRD0
KneeReplacement,ICD10PCS,0SRD069
KneeReplacement,ICD10PCS,0SRC0LZ
KneeReplacement,ICD10PCS,0SRC0LA
KneeReplacement,ICD10PCS,0QWC4JZ
KneeReplacement,ICD10PCS,0SRW07
KneeReplacement,ICD10PCS,0SRC0MZ
KneeReplacement,ICD10PCS,0QUC3JZ
KneeReplacement,ICD10PCS,0QUD0JZ
KneeReplacement,ICD10PCS,0SWD09Z
KneeReplacement,ICD10PCS,0SRD0M
KneeReplacement,ICD10PCS,0SRC0
KneeReplacement,ICD10PCS,0SRW0J
KneeReplacement,ICD10PCS,0SUD09C
KneeReplacement,ICD10PCS,0QUB0JZ
KneeReplacement,ICD10PCS,0SRT07Z
KneeReplacement,ICD10PCS,0QWH3JZ
KneeReplacement,ICD10PCS,0QRH4JZ
KneeReplacement,ICD10PCS,0SRD0N9
KneeReplacement,ICD10PCS,0SRC0NA
KneeReplacement,ICD10PCS,0SRC0N
KneeReplacement,ICD10PCS,0SRD07
KneeReplacement,ICD10PCS,0SRD06A
KneeReplacement,ICD10PCS,0SRV07
KneeReplacement,ICD10PCS,0QRF4JZ
KneeReplacement,ICD10PCS,0SWD3JZ
KneeReplacement,ICD10PCS,0SUD3JZ
KneeReplacement,ICD10PCS,0QWB3JZ
KneeReplacement,ICD10PCS,0QRD0JZ
KneeReplacement,ICD10PCS,0SRU0
KneeReplacement,ICD10PCS,0SRV0
KneeReplacement,ICD10PCS,0SRW0K
KneeReplacement,ICD10PCS,0SRC
KneeReplacement,ICD10PCS,0SRD0JA
KneeReplacement,ICD10PCS,0SRW0KZ
KneeReplacement,ICD10PCS,0SRV0JZ
KneeReplacement,ICD10PCS,0SRT0JZ
KneeReplacement,ICD10PCS,0SRD0E
KneeReplacement,ICD10PCS,0SRC0M9
KneeReplacement,ICD10PCS,0QWB0JZ
KneeReplacement,ICD10PCS,0SRU0JA
KneeReplacement,ICD10PCS,0SUD0JZ
KneeReplacement,ICD10PCS,0SRD0NA
KneeReplacement,ICD10PCS,0SUC3JZ
CABG,CPT,33511
CABG,CPT,S2206
CABG,CPT,S2209
CABG,CPT,33535
CABG,CPT,33533
CABG,CPT,33523
CABG,CPT,33515
CABG,CPT,33531
CABG,CPT,33519
CABG,CPT,33514
CABG,CPT,33141
CABG,CPT,33532
CABG,CPT,33516
CABG,CPT,33521
CABG,CPT,33529
CABG,CPT,33517
CABG,CPT,33525
CABG,CPT,33140
CABG,CPT,33527
CABG,CPT,S2205
CABG,CPT,33524
CABG,CPT,S2208
CABG,CPT,35600
CABG,CPT,33570
CABG,CPT,33520
CABG,CPT,33534
CABG,CPT,33528
CABG,CPT,S2204
CABG,CPT,33575
CABG,CPT,33512
CABG,CPT,33513
CABG,CPT,33530
CABG,CPT,33536
CABG,CPT,33518
CABG,CPT,33510
CABG,CPT,S2207
CABG,CPT,33522
CABG,CPT,33526
CABG,ICD9CM,36.19
CABG,ICD9CM,36.33
CABG,ICD9CM,36.34
CABG,ICD9CM,36.16
CABG,ICD9CM,36.1
CABG,ICD9CM,36.17
CABG,ICD9CM,36.3
CABG,ICD9CM,36.14
CABG,ICD9CM,36.32
CABG,ICD9CM,36.39
CABG,ICD9CM,36.13
CABG,ICD9CM,36.31
CABG,ICD9CM,36.11
CABG,ICD9CM,36.10
CABG,ICD9CM,36.12
CABG,ICD9CM,36.2
CABG,ICD9CM,36.15
CABG,ICD10PCS,021049C
CABG,ICD10PCS,02120JW
CABG,ICD10PCS,02110JW
CABG,ICD10PCS,0211488
CABG,ICD10PCS,0211483
CABG,ICD10PCS,02114JC
CABG,ICD10PCS,02114Z3
CABG,ICD10PCS,02134JC
CABG,ICD10PCS,02124Z8
CABG,ICD10PCS,02134J9
CABG,ICD10PCS,02110Z9
CABG,ICD10PCS,02124A8
CABG,ICD10PCS,021349C
CABG,ICD10PCS,0212444
CABG,ICD10PCS,021109C
CABG,ICD10PCS,021148W
CABG,ICD10PCS,02104J3
CABG,ICD10PCS,02124Z9
CABG,ICD10PCS,02100ZC
CABG,ICD10PCS,02104JW
CABG,ICD10PCS,02120A9
CABG,ICD10PCS,02110A3
CABG,ICD10PCS,02133D4
CABG,ICD10PCS,02110Z3
CABG,ICD10PCS,021308F
CABG,ICD10PCS,02114A8
CABG,ICD10PCS,0210088
CABG,ICD10PCS,02124J8
CABG,ICD10PCS,0213498
CABG,ICD10PCS,0211498
CABG,ICD10PCS,02114J9
CABG,ICD10PCS,0210489
CABG,ICD10PCS,0212088
CABG,ICD10PCS,02104D4
CABG,ICD10PCS,02104JF
CABG,ICD10PCS,02130J8
CABG,ICD10PCS,02130K3
CABG,ICD10PCS,021349W
CABG,ICD10PCS,021108W
CABG,ICD10PCS,02130J9
CABG,ICD10PCS,02124D4
CABG,ICD10PCS,02134ZF
CABG,ICD10PCS,02130Z3
CABG,ICD10PCS,02134JW
CABG,ICD10PCS,02124KC
CABG,ICD10PCS,021008C
CABG,ICD10PCS,02134K9
CABG,ICD10PCS,02104J8
CABG,ICD10PCS,021108F
CABG,ICD10PCS,0212098
CABG,ICD10PCS,0213344
CABG,ICD10PCS,02120KC
CABG,ICD10PCS,02124ZC
CABG,ICD10PCS,0210098
CABG,ICD10PCS,02110AF
CABG,ICD10PCS,021008W
CABG,ICD10PCS,0212344
CABG,ICD10PCS,02114K9
CABG,ICD10PCS,02114J8
CABG,ICD10PCS,021248C
CABG,ICD10PCS,02134K8
CABG,ICD10PCS,02120KF
CABG,ICD10PCS,02114A3
CABG,ICD10PCS,0211089
CABG,ICD10PCS,02130AW
CABG,ICD10PCS,02130ZF
CABG,ICD10PCS,02124K9
CABG,ICD10PCS,02120ZF
CABG,ICD10PCS,0213493
CABG,ICD10PCS,02100AF
CABG,ICD10PCS,0211099
CABG,ICD10PCS,0210089
CABG,ICD10PCS,02110KC
CABG,ICD10PCS,021209F
CABG,ICD10PCS,02130ZC
CABG,ICD10PCS,02120K9
CABG,ICD10PCS,02100A9
CABG,ICD10PCS,021209C
CABG,ICD10PCS,02114AC
CABG,ICD10PCS,02120J8
CABG,ICD10PCS,02120KW
CABG,ICD10PCS,02110AC
CABG,ICD10PCS,02110J3
CABG,ICD10PCS,02124AF
CABG,ICD10PCS,02114A9
CABG,ICD10PCS,021309F
CABG,ICD10PCS,02134Z8
CABG,ICD10PCS,02100J3
CABG,ICD10PCS,0210498
CABG,ICD10PCS,02130JC
CABG,ICD10PCS,02110K3
CABG,ICD10PCS,02123D4
CABG,ICD10PCS,0210488
CABG,ICD10PCS,02104A8
CABG,ICD10PCS,0211489
CABG,ICD10PCS,0210099
CABG,ICD10PCS,02114ZF
CABG,ICD10PCS,0210499
CABG,ICD10PCS,02134K3
CABG,ICD10PCS,02100JF
CABG,ICD10PCS,02100K9
CABG,ICD10PCS,0210444
CABG,ICD10PCS,02104KC
CABG,ICD10PCS,021348F
CABG,ICD10PCS,021009F
CABG,ICD10PCS,02120K8
CABG,ICD10PCS,02130JF
CABG,ICD10PCS,02100Z8
CABG,ICD10PCS,02100JC
CABG,ICD10PCS,02104K3
CABG,ICD10PCS,0210493
CABG,ICD10PCS,02100A3
CABG,ICD10PCS,02100AW
CABG,ICD10PCS,0211344
CABG,ICD10PCS,02104Z8
CABG,ICD10PCS,02104AC
CABG,ICD10PCS,0211098
CABG,ICD10PCS,02120A8
CABG,ICD10PCS,0213088
CABG,ICD10PCS,02114K3
CABG,ICD10PCS,021208W
CABG,ICD10PCS,02124JF
CABG,ICD10PCS,02134AW
CABG,ICD10PCS,02120J9
CABG,ICD10PCS,02124JC
CABG,ICD10PCS,02110A8
CABG,ICD10PCS,02104JC
CABG,ICD10PCS,02100Z9
CABG,ICD10PCS,02120K3
CABG,ICD10PCS,02124J3
CABG,ICD10PCS,021008F
CABG,ICD10PCS,02120JF
CABG,ICD10PCS,02134JF
CABG,ICD10PCS,02114AF
CABG,ICD10PCS,021208F
CABG,ICD10PCS,021348C
CABG,ICD10PCS,02100A8
CABG,ICD10PCS,02134A3
CABG,ICD10PCS,02130AF
CABG,ICD10PCS,021048C
CABG,ICD10PCS,02104KW
CABG,ICD10PCS,0211093
CABG,ICD10PCS,021109F
CABG,ICD10PCS,02130A8
CABG,ICD10PCS,0212099
CABG,ICD10PCS,02104J9
CABG,ICD10PCS,02130KF
CABG,ICD10PCS,021109W
CABG,ICD10PCS,02100KF
CABG,ICD10PCS,02124ZF
CABG,ICD10PCS,02110ZC
CABG,ICD10PCS,02104KF
CABG,ICD10PCS,02100AC
CABG,ICD10PCS,02104AW
CABG,ICD10PCS,02124Z3
CABG,ICD10PCS,021148F
CABG,ICD10PCS,02114J3
CABG,ICD10PCS,0212499
CABG,ICD10PCS,02103D4
CABG,ICD10PCS,02114JW
CABG,ICD10PCS,0212093
CABG,ICD10PCS,02134KF
CABG,ICD10PCS,02104A3
CABG,ICD10PCS,0212488
CABG,ICD10PCS,021048W
CABG,ICD10PCS,021149W
CABG,ICD10PCS,02114KC
CABG,ICD10PCS,02120JC
CABG,ICD10PCS,021249C
CABG,ICD10PCS,02100J9
CABG,ICD10PCS,02114Z8
CABG,ICD10PCS,021308W
CABG,ICD10PCS,021249F
CABG,ICD10PCS,0212498
CABG,ICD10PCS,02124AC
CABG,ICD10PCS,02114D4
CABG,ICD10PCS,0212089
CABG,ICD10PCS,021249W
CABG,ICD10PCS,0210344
CABG,ICD10PCS,02100Z3
CABG,ICD10PCS,02110AW
CABG,ICD10PCS,02104K8
CABG,ICD10PCS,02120AF
CABG,ICD10PCS,021348W
CABG,ICD10PCS,02104Z3
CABG,ICD10PCS,0211083
CABG,ICD10PCS,02130K8
CABG,ICD10PCS,0210083
CABG,ICD10PCS,02110KF
CABG,ICD10PCS,02134A8
CABG,ICD10PCS,02110JC
CABG,ICD10PCS,0212483
CABG,ICD10PCS,02104Z9
CABG,ICD10PCS,02100KW
CABG,ICD10PCS,02100ZF
CABG,ICD10PCS,02134KW
CABG,ICD10PCS,02104A9
CABG,ICD10PCS,02100KC
CABG,ICD10PCS,02120ZC
CABG,ICD10PCS,02134ZC
CABG,ICD10PCS,0212489
CABG,ICD10PCS,02114ZC
CABG,ICD10PCS,02134Z9
CABG,ICD10PCS,02114KW
CABG,ICD10PCS,02134J3
CABG,ICD10PCS,0213083
CABG,ICD10PCS,02110ZF
CABG,ICD10PCS,021149F
CABG,ICD10PCS,02120J3
CABG,ICD10PCS,02134D4
CABG,ICD10PCS,02134Z3
CABG,ICD10PCS,02134KC
CABG,ICD10PCS,02130KC
CABG,ICD10PCS,02130Z9
CABG,ICD10PCS,02130AC
CABG,ICD10PCS,0213483
CABG,ICD10PCS,02120Z9
CABG,ICD10PCS,0213093
CABG,ICD10PCS,02120A3
CABG,ICD10PCS,02110J8
CABG,ICD10PCS,02114JF
CABG,ICD10PCS,02114Z9
CABG,ICD10PCS,02130JW
CABG,ICD10PCS,02130J3
CABG,ICD10PCS,02104K9
CABG,ICD10PCS,02124A9
CABG,ICD10PCS,02134AF
CABG,ICD10PCS,0212493
CABG,ICD10PCS,0213489
CABG,ICD10PCS,021108C
CABG,ICD10PCS,0213444
CABG,ICD10PCS,021149C
CABG,ICD10PCS,0210093
CABG,ICD10PCS,02124KF
CABG,ICD10PCS,021248F
CABG,ICD10PCS,0213098
CABG,ICD10PCS,02110KW
CABG,ICD10PCS,02104ZF
CABG,ICD10PCS,0211493
CABG,ICD10PCS,021208C
CABG,ICD10PCS,02110J9
CABG,ICD10PCS,021148C
CABG,ICD10PCS,0211088
CABG,ICD10PCS,02113D4
CABG,ICD10PCS,0211499
CABG,ICD10PCS,021049W
CABG,ICD10PCS,02110JF
CABG,ICD10PCS,0213099
CABG,ICD10PCS,021009W
CABG,ICD10PCS,021009C
CABG,ICD10PCS,02120Z8
CABG,ICD10PCS,02100K3
CABG,ICD10PCS,02100JW
CABG,ICD10PCS,02104AF
CABG,ICD10PCS,02114K8
CABG,ICD10PCS,02124JW
CABG,ICD10PCS,02134A9
CABG,ICD10PCS,02134J8
CABG,ICD10PCS,0213089
CABG,ICD10PCS,0210483
CABG,ICD10PCS,02120AC
CABG,ICD10PCS,02110A9
CABG,ICD10PCS,0212083
CABG,ICD10PCS,02124J9
CABG,ICD10PCS,02120Z3
CABG,ICD10PCS,02130KW
CABG,ICD10PCS,02124K3
CABG,ICD10PCS,02100K8
CABG,ICD10PCS,02124A3
CABG,ICD10PCS,02124AW
CABG,ICD10PCS,0213499
CABG,ICD10PCS,02130A9
CABG,ICD10PCS,02110K9
CABG,ICD10PCS,02130A3
CABG,ICD10PCS,021309W
CABG,ICD10PCS,02134AC
CABG,ICD10PCS,02110K8
CABG,ICD10PCS,02130Z8
CABG,ICD10PCS,0213488
CABG,ICD10PCS,02100J8
CABG,ICD10PCS,0211444
CABG,ICD10PCS,02120AW
CABG,ICD10PCS,021309C
CABG,ICD10PCS,02130K9
CABG,ICD10PCS,02104ZC
CABG,ICD10PCS,02114KF
CABG,ICD10PCS,021048F
CABG,ICD10PCS,021049F
CABG,ICD10PCS,021248W
CABG,ICD10PCS,021308C
CABG,ICD10PCS,021349F
CABG,ICD10PCS,02124K8
CABG,ICD10PCS,02114AW
CABG,ICD10PCS,02110Z8
CABG,ICD10PCS,021209W
CABG,ICD10PCS,02124KW
OtherHand,CPT,25210
OtherHand,CPT,25445
OtherHand,CPT,25447
OtherHand,ICD9CM,77.94
OtherHand,ICD9CM,80.94
OtherHand,ICD10PCS,0RTX0ZZ
OtherHand,ICD10PCS,0RBT0ZZ
OtherHand,ICD10PCS,0RBS0ZZ
OtherHand,ICD10PCS,0RTQ0ZZ
OtherHand,ICD10PCS,0MB73ZZ
OtherHand,ICD10PCS,0RBS3ZZ
OtherHand,ICD10PCS,0RBR3ZZ
OtherHand,ICD10PCS,0RBV4ZZ
OtherHand,ICD10PCS,0RBX3ZZ
OtherHand,ICD10PCS,0RTW0ZZ
OtherHand,ICD10PCS,0MT80ZZ
OtherHand,ICD10PCS,0RBU3ZZ
OtherHand,ICD10PCS,0RBV0ZZ
OtherHand,ICD10PCS,0RBW4ZZ
OtherHand,ICD10PCS,0RBQ0ZZ
OtherHand,ICD10PCS,0RBT3ZZ
OtherHand,ICD10PCS,0MT74ZZ
OtherHand,ICD10PCS,0PTM0ZZ
OtherHand,ICD10PCS,0RBR0ZZ
OtherHand,ICD10PCS,0MB70ZZ
OtherHand,ICD10PCS,0MB84ZZ
OtherHand,ICD10PCS,0RBW0ZZ
OtherHand,ICD10PCS,0RTU0ZZ
OtherHand,ICD10PCS,0MT84ZZ
OtherHand,ICD10PCS,0RBQ3ZZ
OtherHand,ICD10PCS,0RBX0ZZ
OtherHand,ICD10PCS,0MB80ZZ
OtherHand,ICD10PCS,0MB74ZZ
OtherHand,ICD10PCS,0MB83ZZ
OtherHand,ICD10PCS,0RTV0ZZ
OtherHand,ICD10PCS,0RBX4ZZ
OtherHand,ICD10PCS,0MT70ZZ
OtherHand,ICD10PCS,0RBS4ZZ
OtherHand,ICD10PCS,0RBR4ZZ
OtherHand,ICD10PCS,0RBW3ZZ
OtherHand,ICD10PCS,0RBU0ZZ
OtherHand,ICD10PCS,0RTR0ZZ
OtherHand,ICD10PCS,0RBV3ZZ
OtherHand,ICD10PCS,0RBQ4ZZ
OtherHand,ICD10PCS,0RBU4ZZ
OtherHand,ICD10PCS,0RBT4ZZ
OophorectomyUniBi,CPT,58949
OophorectomyUniBi,CPT,58988
OophorectomyUniBi,CPT,58947
OophorectomyUniBi,CPT,58952
OophorectomyUniBi,CPT,58720
OophorectomyUniBi,CPT,58950
OophorectomyUniBi,CPT,56307
OophorectomyUniBi,CPT,58944
OophorectomyUniBi,CPT,58661
OophorectomyUniBi,CPT,58940
OophorectomyUniBi,CPT,58945
OophorectomyUniBi,CPT,58942
OophorectomyUniBi,CPT,58943
OophorectomyUniBi,CPT,58941
OophorectomyUniBi,CPT,58948
OophorectomyUniBi,CPT,58946
OophorectomyUniBi,ICD9CM,65.39
OophorectomyUniBi,ICD9CM,65.49
OophorectomyUniBi,ICD9CM,65.63
OophorectomyUniBi,ICD9CM,65.4
OophorectomyUniBi,ICD9CM,65.31
OophorectomyUniBi,ICD9CM,65.62
OophorectomyUniBi,ICD9CM,65.52
OophorectomyUniBi,ICD9CM,65.6
OophorectomyUniBi,ICD9CM,65.3
OophorectomyUniBi,ICD9CM,65.41
OophorectomyUniBi,ICD9CM,65.5
OophorectomyUniBi,ICD9CM,65.53
OophorectomyUniBi,ICD9CM,65.54
OophorectomyUniBi,ICD9CM,65.61
OophorectomyUniBi,ICD9CM,65.64
OophorectomyUniBi,ICD9CM,65.51
OophorectomyUniBi,ICD10PCS,0UT18ZZ
OophorectomyUniBi,ICD10PCS,0UT04ZZ
OophorectomyUniBi,ICD10PCS,0UT24ZZ
OophorectomyUniBi,ICD10PCS,0UT17ZZ
OophorectomyUniBi,ICD10PCS,0UT0FZZ
OophorectomyUniBi,ICD10PCS,0UT10ZZ
OophorectomyUniBi,ICD10PCS,0UT14ZZ
OophorectomyUniBi,ICD10PCS,0UT20ZZ
OophorectomyUniBi,ICD10PCS,0UT1FZZ
OophorectomyUniBi,ICD10PCS,0UT27ZZ
OophorectomyUniBi,ICD10PCS,0UT08ZZ
OophorectomyUniBi,ICD10PCS,0UT07ZZ
OophorectomyUniBi,ICD10PCS,0UT00ZZ
OophorectomyUniBi,ICD10PCS,0UT28ZZ
OophorectomyUniBi,ICD10PCS,0UT2FZZ
thoracotomy,CPT,43118
thoracotomy,CPT,32480
thoracotomy,CPT,32800
thoracotomy,CPT,32906
thoracotomy,CPT,32482
thoracotomy,CPT,32820
thoracotomy,CPT,32815
thoracotomy,CPT,32320
thoracotomy,CPT,1005994
thoracotomy,CPT,32855
thoracotomy,CPT,43334
thoracotomy,CPT,32652
thoracotomy,CPT,32110
thoracotomy,CPT,32506
thoracotomy,CPT,32100
