SurgeryType,Vocabulary,Code
TreatFracDisLowExtremity,CPT,27834
TreatFracDisLowExtremity,CPT,27825
TreatFracDisLowExtremity,CPT,27821
TreatFracDisLowExtremity,CPT,28414
TreatFracDisLowExtremity,CPT,27530
TreatFracDisLowExtremity,CPT,28435
TreatFracDisLowExtremity,CPT,28509
TreatFracDisLowExtremity,CPT,28593
TreatFracDisLowExtremity,CPT,28431
TreatFracDisLowExtremity,CPT,28498
TreatFracDisLowExtremity,CPT,28557
TreatFracDisLowExtremity,CPT,28611
TreatFracDisLowExtremity,CPT,27798
TreatFracDisLowExtremity,CPT,28407
TreatFracDisLowExtremity,CPT,29856
TreatFracDisLowExtremity,CPT,27766
TreatFracDisLowExtremity,CPT,27845
TreatFracDisLowExtremity,CPT,27553
TreatFracDisLowExtremity,CPT,27561
TreatFracDisLowExtremity,CPT,28517
TreatFracDisLowExtremity,CPT,29851
TreatFracDisLowExtremity,CPT,27521
TreatFracDisLowExtremity,CPT,28491
TreatFracDisLowExtremity,CPT,28613
TreatFracDisLowExtremity,CPT,27797
TreatFracDisLowExtremity,CPT,27789
TreatFracDisLowExtremity,CPT,28529
TreatFracDisLowExtremity,CPT,27536
TreatFracDisLowExtremity,CPT,28548
TreatFracDisLowExtremity,CPT,27839
TreatFracDisLowExtremity,CPT,27804
TreatFracDisLowExtremity,CPT,28624
TreatFracDisLowExtremity,CPT,28552
TreatFracDisLowExtremity,CPT,27790
TreatFracDisLowExtremity,CPT,28669
TreatFracDisLowExtremity,CPT,27802
TreatFracDisLowExtremity,CPT,27762
TreatFracDisLowExtremity,CPT,27548
TreatFracDisLowExtremity,CPT,28590
TreatFracDisLowExtremity,CPT,28478
TreatFracDisLowExtremity,CPT,28483
TreatFracDisLowExtremity,CPT,27813
TreatFracDisLowExtremity,CPT,27792
TreatFracDisLowExtremity,CPT,28535
TreatFracDisLowExtremity,CPT,28441
TreatFracDisLowExtremity,CPT,28542
TreatFracDisLowExtremity,CPT,28513
TreatFracDisLowExtremity,CPT,28646
TreatFracDisLowExtremity,CPT,27750
TreatFracDisLowExtremity,CPT,27773
TreatFracDisLowExtremity,CPT,28612
TreatFracDisLowExtremity,CPT,27772
TreatFracDisLowExtremity,CPT,28581
TreatFracDisLowExtremity,CPT,28446
TreatFracDisLowExtremity,CPT,27803
TreatFracDisLowExtremity,CPT,28567
TreatFracDisLowExtremity,CPT,27538
TreatFracDisLowExtremity,CPT,28515
TreatFracDisLowExtremity,CPT,28432
TreatFracDisLowExtremity,CPT,27751
TreatFracDisLowExtremity,CPT,28449
TreatFracDisLowExtremity,CPT,28626
TreatFracDisLowExtremity,CPT,28654
TreatFracDisLowExtremity,CPT,27812
TreatFracDisLowExtremity,CPT,28644
TreatFracDisLowExtremity,CPT,27788
TreatFracDisLowExtremity,CPT,28587
TreatFracDisLowExtremity,CPT,27768
TreatFracDisLowExtremity,CPT,27846
TreatFracDisLowExtremity,CPT,27829
TreatFracDisLowExtremity,CPT,28618
TreatFracDisLowExtremity,CPT,27847
TreatFracDisLowExtremity,CPT,28617
TreatFracDisLowExtremity,CPT,28584
TreatFracDisLowExtremity,CPT,27799
TreatFracDisLowExtremity,CPT,28605
TreatFracDisLowExtremity,CPT,27767
TreatFracDisLowExtremity,CPT,27776
TreatFracDisLowExtremity,CPT,28534
TreatFracDisLowExtremity,CPT,28577
TreatFracDisLowExtremity,CPT,28642
TreatFracDisLowExtremity,CPT,28405
TreatFracDisLowExtremity,CPT,28521
TreatFracDisLowExtremity,CPT,28488
TreatFracDisLowExtremity,CPT,27778
TreatFracDisLowExtremity,CPT,27840
TreatFracDisLowExtremity,CPT,28580
TreatFracDisLowExtremity,CPT,28665
TreatFracDisLowExtremity,CPT,27785
TreatFracDisLowExtremity,CPT,27794
TreatFracDisLowExtremity,CPT,28563
TreatFracDisLowExtremity,CPT,27524
TreatFracDisLowExtremity,CPT,27814
TreatFracDisLowExtremity,CPT,28627
TreatFracDisLowExtremity,CPT,27566
TreatFracDisLowExtremity,CPT,27556
TreatFracDisLowExtremity,CPT,28655
TreatFracDisLowExtremity,CPT,27761
TreatFracDisLowExtremity,CPT,27757
TreatFracDisLowExtremity,CPT,28495
TreatFracDisLowExtremity,CPT,28560
TreatFracDisLowExtremity,CPT,28439
TreatFracDisLowExtremity,CPT,28583
TreatFracDisLowExtremity,CPT,28630
TreatFracDisLowExtremity,CPT,28510
TreatFracDisLowExtremity,CPT,28514
TreatFracDisLowExtremity,CPT,28656
TreatFracDisLowExtremity,CPT,28444
TreatFracDisLowExtremity,CPT,28576
TreatFracDisLowExtremity,CPT,27765
TreatFracDisLowExtremity,CPT,27551
TreatFracDisLowExtremity,CPT,28481
TreatFracDisLowExtremity,CPT,27775
TreatFracDisLowExtremity,CPT,29852
TreatFracDisLowExtremity,CPT,28539
TreatFracDisLowExtremity,CPT,28423
TreatFracDisLowExtremity,CPT,27535
TreatFracDisLowExtremity,CPT,27720
TreatFracDisLowExtremity,CPT,28632
TreatFracDisLowExtremity,CPT,28672
TreatFracDisLowExtremity,CPT,27842
TreatFracDisLowExtremity,CPT,28466
TreatFracDisLowExtremity,CPT,28411
TreatFracDisLowExtremity,CPT,28609
TreatFracDisLowExtremity,CPT,28503
TreatFracDisLowExtremity,CPT,28490
TreatFracDisLowExtremity,CPT,28565
TreatFracDisLowExtremity,CPT,28651
TreatFracDisLowExtremity,CPT,28406
TreatFracDisLowExtremity,CPT,28673
TreatFracDisLowExtremity,CPT,28528
TreatFracDisLowExtremity,CPT,28436
TreatFracDisLowExtremity,CPT,28457
TreatFracDisLowExtremity,CPT,27838
TreatFracDisLowExtremity,CPT,28512
TreatFracDisLowExtremity,CPT,28422
TreatFracDisLowExtremity,CPT,28465
TreatFracDisLowExtremity,CPT,28430
TreatFracDisLowExtremity,CPT,28550
TreatFracDisLowExtremity,CPT,27755
TreatFracDisLowExtremity,CPT,28597
TreatFracDisLowExtremity,CPT,28400
TreatFracDisLowExtremity,CPT,28547
TreatFracDisLowExtremity,CPT,28402
TreatFracDisLowExtremity,CPT,29855
TreatFracDisLowExtremity,CPT,28620
TreatFracDisLowExtremity,CPT,28588
TreatFracDisLowExtremity,CPT,28530
TreatFracDisLowExtremity,CPT,27558
TreatFracDisLowExtremity,CPT,27786
TreatFracDisLowExtremity,CPT,28607
TreatFracDisLowExtremity,CPT,28451
TreatFracDisLowExtremity,CPT,27795
TreatFracDisLowExtremity,CPT,27537
TreatFracDisLowExtremity,CPT,27523
TreatFracDisLowExtremity,CPT,27769
TreatFracDisLowExtremity,CPT,27824
TreatFracDisLowExtremity,CPT,28507
TreatFracDisLowExtremity,CPT,28545
TreatFracDisLowExtremity,CPT,27533
TreatFracDisLowExtremity,CPT,28591
TreatFracDisLowExtremity,CPT,27552
TreatFracDisLowExtremity,CPT,28410
TreatFracDisLowExtremity,CPT,28652
TreatFracDisLowExtremity,CPT,29854
TreatFracDisLowExtremity,CPT,29853
TreatFracDisLowExtremity,CPT,27756
TreatFracDisLowExtremity,CPT,28640
TreatFracDisLowExtremity,CPT,28649
TreatFracDisLowExtremity,CPT,28572
TreatFracDisLowExtremity,CPT,28666
TreatFracDisLowExtremity,CPT,27782
TreatFracDisLowExtremity,CPT,27753
TreatFracDisLowExtremity,CPT,28675
TreatFracDisLowExtremity,CPT,28485
TreatFracDisLowExtremity,CPT,27822
TreatFracDisLowExtremity,CPT,28596
TreatFracDisLowExtremity,CPT,27841
TreatFracDisLowExtremity,CPT,28493
TreatFracDisLowExtremity,CPT,28448
TreatFracDisLowExtremity,CPT,28463
TreatFracDisLowExtremity,CPT,28586
TreatFracDisLowExtremity,CPT,27817
TreatFracDisLowExtremity,CPT,28628
TreatFracDisLowExtremity,CPT,28622
TreatFracDisLowExtremity,CPT,27534
TreatFracDisLowExtremity,CPT,27547
TreatFracDisLowExtremity,CPT,27752
TreatFracDisLowExtremity,CPT,28419
TreatFracDisLowExtremity,CPT,28537
TreatFracDisLowExtremity,CPT,28614
TreatFracDisLowExtremity,CPT,28647
TreatFracDisLowExtremity,CPT,28648
TreatFracDisLowExtremity,CPT,28641
TreatFracDisLowExtremity,CPT,28639
TreatFracDisLowExtremity,CPT,27543
TreatFracDisLowExtremity,CPT,28459
TreatFracDisLowExtremity,CPT,28415
TreatFracDisLowExtremity,CPT,28603
TreatFracDisLowExtremity,CPT,28598
TreatFracDisLowExtremity,CPT,28643
TreatFracDisLowExtremity,CPT,27811
TreatFracDisLowExtremity,CPT,28494
TreatFracDisLowExtremity,CPT,27837
TreatFracDisLowExtremity,CPT,27564
TreatFracDisLowExtremity,CPT,27777
TreatFracDisLowExtremity,CPT,28455
TreatFracDisLowExtremity,CPT,28555
TreatFracDisLowExtremity,CPT,28443
TreatFracDisLowExtremity,CPT,27529
TreatFracDisLowExtremity,CPT,28492
TreatFracDisLowExtremity,CPT,28549
TreatFracDisLowExtremity,CPT,28559
TreatFracDisLowExtremity,CPT,27844
TreatFracDisLowExtremity,CPT,28522
TreatFracDisLowExtremity,CPT,28599
TreatFracDisLowExtremity,CPT,28668
TreatFracDisLowExtremity,CPT,27725
TreatFracDisLowExtremity,CPT,28536
TreatFracDisLowExtremity,CPT,28523
TreatFracDisLowExtremity,CPT,28433
TreatFracDisLowExtremity,CPT,28658
TreatFracDisLowExtremity,CPT,28480
TreatFracDisLowExtremity,CPT,28670
TreatFracDisLowExtremity,CPT,27805
TreatFracDisLowExtremity,CPT,28602
TreatFracDisLowExtremity,CPT,28525
TreatFracDisLowExtremity,CPT,28604
TreatFracDisLowExtremity,CPT,28566
TreatFracDisLowExtremity,CPT,28447
TreatFracDisLowExtremity,CPT,28409
TreatFracDisLowExtremity,CPT,27754
TreatFracDisLowExtremity,CPT,28450
TreatFracDisLowExtremity,CPT,28508
TreatFracDisLowExtremity,CPT,28532
TreatFracDisLowExtremity,CPT,28425
TreatFracDisLowExtremity,CPT,27828
TreatFracDisLowExtremity,CPT,28427
TreatFracDisLowExtremity,CPT,28621
TreatFracDisLowExtremity,CPT,27831
TreatFracDisLowExtremity,CPT,27724
TreatFracDisLowExtremity,CPT,28479
TreatFracDisLowExtremity,CPT,28428
TreatFracDisLowExtremity,CPT,27774
TreatFracDisLowExtremity,CPT,28477
TreatFracDisLowExtremity,CPT,28501
TreatFracDisLowExtremity,CPT,27780
TreatFracDisLowExtremity,CPT,28475
TreatFracDisLowExtremity,CPT,28636
TreatFracDisLowExtremity,CPT,28321
TreatFracDisLowExtremity,CPT,28471
TreatFracDisLowExtremity,CPT,28489
TreatFracDisLowExtremity,CPT,27764
TreatFracDisLowExtremity,CPT,28531
TreatFracDisLowExtremity,CPT,28527
TreatFracDisLowExtremity,CPT,28671
TreatFracDisLowExtremity,CPT,28420
TreatFracDisLowExtremity,CPT,27826
TreatFracDisLowExtremity,CPT,28579
TreatFracDisLowExtremity,CPT,27723
TreatFracDisLowExtremity,CPT,28511
TreatFracDisLowExtremity,CPT,27522
TreatFracDisLowExtremity,CPT,27525
TreatFracDisLowExtremity,CPT,28520
TreatFracDisLowExtremity,CPT,28469
TreatFracDisLowExtremity,CPT,27559
TreatFracDisLowExtremity,CPT,27835
TreatFracDisLowExtremity,CPT,28467
TreatFracDisLowExtremity,CPT,27763
TreatFracDisLowExtremity,CPT,28416
TreatFracDisLowExtremity,CPT,28440
TreatFracDisLowExtremity,CPT,28568
TreatFracDisLowExtremity,CPT,27809
TreatFracDisLowExtremity,CPT,28600
TreatFracDisLowExtremity,CPT,28553
TreatFracDisLowExtremity,CPT,28610
TreatFracDisLowExtremity,CPT,28660
TreatFracDisLowExtremity,CPT,28615
TreatFracDisLowExtremity,CPT,28506
TreatFracDisLowExtremity,CPT,28452
TreatFracDisLowExtremity,CPT,28533
TreatFracDisLowExtremity,CPT,28558
TreatFracDisLowExtremity,CPT,28546
TreatFracDisLowExtremity,CPT,27759
TreatFracDisLowExtremity,CPT,28538
TreatFracDisLowExtremity,CPT,27807
TreatFracDisLowExtremity,CPT,27560
TreatFracDisLowExtremity,CPT,27721
TreatFracDisLowExtremity,CPT,28429
TreatFracDisLowExtremity,CPT,27545
TreatFracDisLowExtremity,CPT,28496
TreatFracDisLowExtremity,CPT,28595
TreatFracDisLowExtremity,CPT,28476
TreatFracDisLowExtremity,CPT,28504
TreatFracDisLowExtremity,CPT,28551
TreatFracDisLowExtremity,CPT,27833
TreatFracDisLowExtremity,CPT,28418
TreatFracDisLowExtremity,CPT,28462
TreatFracDisLowExtremity,CPT,29850
TreatFracDisLowExtremity,CPT,27779
TreatFracDisLowExtremity,CPT,27528
TreatFracDisLowExtremity,CPT,28472
TreatFracDisLowExtremity,CPT,28482
TreatFracDisLowExtremity,CPT,27550
TreatFracDisLowExtremity,CPT,27848
TreatFracDisLowExtremity,CPT,27549
TreatFracDisLowExtremity,CPT,28556
TreatFracDisLowExtremity,CPT,28417
TreatFracDisLowExtremity,CPT,28454
TreatFracDisLowExtremity,CPT,27542
TreatFracDisLowExtremity,CPT,28608
TreatFracDisLowExtremity,CPT,28408
TreatFracDisLowExtremity,CPT,27816
TreatFracDisLowExtremity,CPT,28633
TreatFracDisLowExtremity,CPT,28606
TreatFracDisLowExtremity,CPT,27783
TreatFracDisLowExtremity,CPT,27806
TreatFracDisLowExtremity,CPT,28625
TreatFracDisLowExtremity,CPT,28470
TreatFracDisLowExtremity,CPT,27546
TreatFracDisLowExtremity,CPT,27527
TreatFracDisLowExtremity,CPT,28487
TreatFracDisLowExtremity,CPT,28635
TreatFracDisLowExtremity,CPT,27820
TreatFracDisLowExtremity,CPT,28468
TreatFracDisLowExtremity,CPT,28638
TreatFracDisLowExtremity,CPT,28634
TreatFracDisLowExtremity,CPT,27539
TreatFracDisLowExtremity,CPT,27758
TreatFracDisLowExtremity,CPT,27801
TreatFracDisLowExtremity,CPT,28413
TreatFracDisLowExtremity,CPT,28519
TreatFracDisLowExtremity,CPT,28505
TreatFracDisLowExtremity,CPT,28637
TreatFracDisLowExtremity,CPT,27520
TreatFracDisLowExtremity,CPT,28543
TreatFracDisLowExtremity,CPT,28544
TreatFracDisLowExtremity,CPT,27771
TreatFracDisLowExtremity,CPT,28667
TreatFracDisLowExtremity,CPT,28663
TreatFracDisLowExtremity,CPT,28657
TreatFracDisLowExtremity,CPT,27830
TreatFracDisLowExtremity,CPT,28582
TreatFracDisLowExtremity,CPT,28664
TreatFracDisLowExtremity,CPT,28562
TreatFracDisLowExtremity,CPT,27554
TreatFracDisLowExtremity,CPT,28518
TreatFracDisLowExtremity,CPT,27532
TreatFracDisLowExtremity,CPT,28629
TreatFracDisLowExtremity,CPT,28453
TreatFracDisLowExtremity,CPT,28458
TreatFracDisLowExtremity,CPT,28541
TreatFracDisLowExtremity,CPT,28619
TreatFracDisLowExtremity,CPT,28497
TreatFracDisLowExtremity,CPT,28601
TreatFracDisLowExtremity,CPT,28486
TreatFracDisLowExtremity,CPT,28421
TreatFracDisLowExtremity,CPT,28320
TreatFracDisLowExtremity,CPT,28554
TreatFracDisLowExtremity,CPT,28661
TreatFracDisLowExtremity,CPT,28426
TreatFracDisLowExtremity,CPT,28569
TreatFracDisLowExtremity,CPT,27760
TreatFracDisLowExtremity,CPT,28404
TreatFracDisLowExtremity,CPT,28526
TreatFracDisLowExtremity,CPT,28401
TreatFracDisLowExtremity,CPT,28623
TreatFracDisLowExtremity,CPT,28650
TreatFracDisLowExtremity,CPT,27781
TreatFracDisLowExtremity,CPT,28516
TreatFracDisLowExtremity,CPT,27836
TreatFracDisLowExtremity,CPT,28442
TreatFracDisLowExtremity,CPT,27819
TreatFracDisLowExtremity,CPT,27818
TreatFracDisLowExtremity,CPT,27800
TreatFracDisLowExtremity,CPT,28561
TreatFracDisLowExtremity,CPT,27823
TreatFracDisLowExtremity,CPT,28464
TreatFracDisLowExtremity,CPT,27565
TreatFracDisLowExtremity,CPT,28574
TreatFracDisLowExtremity,CPT,28659
TreatFracDisLowExtremity,CPT,28434
TreatFracDisLowExtremity,CPT,28403
TreatFracDisLowExtremity,CPT,27541
TreatFracDisLowExtremity,CPT,28616
TreatFracDisLowExtremity,CPT,27540
TreatFracDisLowExtremity,CPT,28564
TreatFracDisLowExtremity,CPT,27562
TreatFracDisLowExtremity,CPT,27557
TreatFracDisLowExtremity,CPT,28578
TreatFracDisLowExtremity,CPT,27808
TreatFracDisLowExtremity,CPT,28645
TreatFracDisLowExtremity,CPT,28502
TreatFracDisLowExtremity,CPT,28575
TreatFracDisLowExtremity,CPT,28524
TreatFracDisLowExtremity,CPT,27563
TreatFracDisLowExtremity,CPT,28500
TreatFracDisLowExtremity,CPT,28571
TreatFracDisLowExtremity,CPT,28540
TreatFracDisLowExtremity,CPT,28438
TreatFracDisLowExtremity,CPT,27815
TreatFracDisLowExtremity,CPT,27544
TreatFracDisLowExtremity,CPT,28424
TreatFracDisLowExtremity,ICD9CM,79.27
TreatFracDisLowExtremity,ICD9CM,79.17
TreatFracDisLowExtremity,ICD9CM,79.26
TreatFracDisLowExtremity,ICD9CM,79.78
TreatFracDisLowExtremity,ICD9CM,79.66
TreatFracDisLowExtremity,ICD9CM,79.86
TreatFracDisLowExtremity,ICD9CM,79.96
TreatFracDisLowExtremity,ICD9CM,79.87
TreatFracDisLowExtremity,ICD9CM,78.68
TreatFracDisLowExtremity,ICD9CM,78.57
TreatFracDisLowExtremity,ICD9CM,79.28
TreatFracDisLowExtremity,ICD9CM,79.67
TreatFracDisLowExtremity,ICD9CM,79.68
TreatFracDisLowExtremity,ICD9CM,79.77
TreatFracDisLowExtremity,ICD9CM,79.06
TreatFracDisLowExtremity,ICD9CM,79.56
TreatFracDisLowExtremity,ICD9CM,79.36
TreatFracDisLowExtremity,ICD9CM,79.16
TreatFracDisLowExtremity,ICD9CM,79.18
TreatFracDisLowExtremity,ICD9CM,79.08
TreatFracDisLowExtremity,ICD9CM,78.56
TreatFracDisLowExtremity,ICD9CM,79.37
TreatFracDisLowExtremity,ICD9CM,79.98
TreatFracDisLowExtremity,ICD9CM,78.66
TreatFracDisLowExtremity,ICD9CM,79.76
TreatFracDisLowExtremity,ICD9CM,79.97
TreatFracDisLowExtremity,ICD9CM,79.88
TreatFracDisLowExtremity,ICD9CM,78.58
TreatFracDisLowExtremity,ICD9CM,79.46
TreatFracDisLowExtremity,ICD9CM,79.07
TreatFracDisLowExtremity,ICD9CM,79.38
TreatFracDisLowExtremity,ICD9CM,78.67
TreatFracDisLowExtremity,ICD10PCS,0QSQ45Z
TreatFracDisLowExtremity,ICD10PCS,0SSM3ZZ
TreatFracDisLowExtremity,ICD10PCS,0QSN45Z
TreatFracDisLowExtremity,ICD10PCS,0SSD45Z
TreatFracDisLowExtremity,ICD10PCS,0QSN342
TreatFracDisLowExtremity,ICD10PCS,0QSD44Z
TreatFracDisLowExtremity,ICD10PCS,0QSD45Z
TreatFracDisLowExtremity,ICD10PCS,0QPK34Z
TreatFracDisLowExtremity,ICD10PCS,0SSQXZZ
TreatFracDisLowExtremity,ICD10PCS,0QHK06Z
TreatFracDisLowExtremity,ICD10PCS,0QHN44Z
TreatFracDisLowExtremity,ICD10PCS,0QWJ35Z
TreatFracDisLowExtremity,ICD10PCS,0SSG34Z
TreatFracDisLowExtremity,ICD10PCS,0QWH05Z
TreatFracDisLowExtremity,ICD10PCS,0QSJ35Z
TreatFracDisLowExtremity,ICD10PCS,0SSFX5Z
TreatFracDisLowExtremity,ICD10PCS,0QSH34Z
TreatFracDisLowExtremity,ICD10PCS,0QHH3BZ
TreatFracDisLowExtremity,ICD10PCS,0QSJ0BZ
TreatFracDisLowExtremity,ICD10PCS,0QWG35Z
TreatFracDisLowExtremity,ICD10PCS,0QSF05Z
TreatFracDisLowExtremity,ICD10PCS,0QHM05Z
TreatFracDisLowExtremity,ICD10PCS,0QHD34Z
TreatFracDisLowExtremity,ICD10PCS,0QHQ44Z
TreatFracDisLowExtremity,ICD10PCS,0QSG05Z
TreatFracDisLowExtremity,ICD10PCS,0QSN452
TreatFracDisLowExtremity,ICD10PCS,0QSH35Z
TreatFracDisLowExtremity,ICD10PCS,0QHR05Z
TreatFracDisLowExtremity,ICD10PCS,0SSN4ZZ
TreatFracDisLowExtremity,ICD10PCS,0SSH04Z
TreatFracDisLowExtremity,ICD10PCS,0SSF45Z
TreatFracDisLowExtremity,ICD10PCS,0QSL3ZZ
TreatFracDisLowExtremity,ICD10PCS,0SSF44Z
TreatFracDisLowExtremity,ICD10PCS,0QHH4BZ
TreatFracDisLowExtremity,ICD10PCS,0QSL4ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHK4CZ
TreatFracDisLowExtremity,ICD10PCS,0SSC35Z
TreatFracDisLowExtremity,ICD10PCS,0QSK0CZ
TreatFracDisLowExtremity,ICD10PCS,0QSJ3DZ
TreatFracDisLowExtremity,ICD10PCS,0QHJ4CZ
TreatFracDisLowExtremity,ICD10PCS,0QPN04Z
TreatFracDisLowExtremity,ICD10PCS,0QSL04Z
TreatFracDisLowExtremity,ICD10PCS,0QSK4ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHH4CZ
TreatFracDisLowExtremity,ICD10PCS,0SSPX4Z
TreatFracDisLowExtremity,ICD10PCS,0SSP34Z
TreatFracDisLowExtremity,ICD10PCS,0QHQ05Z
TreatFracDisLowExtremity,ICD10PCS,0QSG0ZZ
TreatFracDisLowExtremity,ICD10PCS,0QPJ34Z
TreatFracDisLowExtremity,ICD10PCS,0QHF44Z
TreatFracDisLowExtremity,ICD10PCS,0QHH0CZ
TreatFracDisLowExtremity,ICD10PCS,0QWQ05Z
TreatFracDisLowExtremity,ICD10PCS,0QHG06Z
TreatFracDisLowExtremity,ICD10PCS,0QHK05Z
TreatFracDisLowExtremity,ICD10PCS,0QWP05Z
TreatFracDisLowExtremity,ICD10PCS,0SSG4ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHQ35Z
TreatFracDisLowExtremity,ICD10PCS,0QSM3ZZ
TreatFracDisLowExtremity,ICD10PCS,0QWH34Z
TreatFracDisLowExtremity,ICD10PCS,0QHM04Z
TreatFracDisLowExtremity,ICD10PCS,0SSL4ZZ
TreatFracDisLowExtremity,ICD10PCS,0QSJ4ZZ
TreatFracDisLowExtremity,ICD10PCS,0SSG45Z
TreatFracDisLowExtremity,ICD10PCS,0QPD04Z
TreatFracDisLowExtremity,ICD10PCS,0QHJ3CZ
TreatFracDisLowExtremity,ICD10PCS,0QHM34Z
TreatFracDisLowExtremity,ICD10PCS,0QHD04Z
TreatFracDisLowExtremity,ICD10PCS,0QHG3BZ
TreatFracDisLowExtremity,ICD10PCS,0QPH04Z
TreatFracDisLowExtremity,ICD10PCS,0SSH34Z
TreatFracDisLowExtremity,ICD10PCS,0QSJ45Z
TreatFracDisLowExtremity,ICD10PCS,0QSL44Z
TreatFracDisLowExtremity,ICD10PCS,0QHH35Z
TreatFracDisLowExtremity,ICD10PCS,0SSK05Z
TreatFracDisLowExtremity,ICD10PCS,0QPL44Z
TreatFracDisLowExtremity,ICD10PCS,0QWP45Z
TreatFracDisLowExtremity,ICD10PCS,0QHF35Z
TreatFracDisLowExtremity,ICD10PCS,0SSP04Z
TreatFracDisLowExtremity,ICD10PCS,0QWK34Z
TreatFracDisLowExtremity,ICD10PCS,0QHG46Z
TreatFracDisLowExtremity,ICD10PCS,0SSH4ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHH46Z
TreatFracDisLowExtremity,ICD10PCS,0QSQ34Z
TreatFracDisLowExtremity,ICD10PCS,0QSP34Z
TreatFracDisLowExtremity,ICD10PCS,0QPN34Z
TreatFracDisLowExtremity,ICD10PCS,0SSC05Z
TreatFracDisLowExtremity,ICD10PCS,0QHL44Z
TreatFracDisLowExtremity,ICD10PCS,0QWR45Z
TreatFracDisLowExtremity,ICD10PCS,0QHR45Z
TreatFracDisLowExtremity,ICD10PCS,0SSH3ZZ
TreatFracDisLowExtremity,ICD10PCS,0QSD3ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHF34Z
TreatFracDisLowExtremity,ICD10PCS,0QWP04Z
TreatFracDisLowExtremity,ICD10PCS,0QSK3ZZ
TreatFracDisLowExtremity,ICD10PCS,0SSJ0ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHJ46Z
TreatFracDisLowExtremity,ICD10PCS,0QWN04Z
TreatFracDisLowExtremity,ICD10PCS,0SSDXZZ
TreatFracDisLowExtremity,ICD10PCS,0QHK34Z
TreatFracDisLowExtremity,ICD10PCS,0QSJ34Z
TreatFracDisLowExtremity,ICD10PCS,0QSM34Z
TreatFracDisLowExtremity,ICD10PCS,0SSF35Z
TreatFracDisLowExtremity,ICD10PCS,0QSK0ZZ
TreatFracDisLowExtremity,ICD10PCS,0QHH4DZ
TreatFracDisLowExtremity,ICD10PCS,0QSK04Z
TreatFracDisLowExtremity,ICD10PCS,0QSG3BZ
TreatFracDisLowExtremity,ICD10PCS,0QSG46Z
TreatFracDisLowExtremity,ICD10PCS,0QWM45Z
TreatFracDisLowExtremity,ICD10PCS,0QSF35Z
TreatFracDisLowExtremity,ICD10PCS,0SSK44Z
TreatFracDisLowExtremity,ICD10PCS,0QSK45Z
TreatFracDisLowExtremity,ICD10PCS,0QHL35Z
TreatFracDisLowExtremity,ICD10PCS,0QHG44Z
TreatFracDisLowExtremity,ICD10PCS,0QSM45Z
TreatFracDisLowExtremity,ICD10PCS,0QSG34Z
TreatFracDisLowExtremity,ICD10PCS,0QPJ44Z
TreatFracDisLowExtremity,ICD10PCS,0QSP04Z
TreatFracDisLowExtremity,ICD10PCS,0QWG34Z
TreatFracDisLowExtremity,ICD10PCS,0QHH3DZ
TreatFracDisLowExtremity,ICD10PCS,0QSJ3CZ
TreatFracDisLowExtremity,ICD10PCS,0SSH44Z
TreatFracDisLowExtremity,ICD10PCS,0QSD34Z
TreatFracDisLowExtremity,ICD10PCS,0QWL44Z
TreatFracDisLowExtremity,ICD10PCS,0QWH44Z
TreatFracDisLowExtremity,ICD10PCS,0QWK45Z
TreatFracDisLowExtremity,ICD10PCS,0SSG04Z
TreatFracDisLowExtremity,ICD10PCS,0QWJ04Z
TreatFracDisLowExtremity,ICD10PCS,0QHR34Z
TreatFracDisLowExtremity,ICD10PCS,0SSL44Z
TreatFracDisLowExtremity,ICD10PCS,0QSF45Z
TreatFracDisLowExtremity,ICD10PCS,0QSK3BZ
TreatFracDisLowExtremity,ICD10PCS,0SSM05Z
TreatFracDisLowExtremity,ICD10PCS,0QSN0ZZ
TreatFracDisLowExtremity,ICD10PCS,0QSH46Z
TreatFracDisLowExtremity,ICD10PCS,0QHJ45Z
TreatFracDisLowExtremity,ICD10PCS,0QSG0BZ
TreatFracDisLowExtremity,ICD10PCS,0QWD34Z
TreatFracDisLowExtremity,ICD10PCS,0QSP3Z2
TreatFracDisLowExtremity,ICD10PCS,0QSN442
TreatFracDisLowExtremity,ICD10PCS,0QHK04Z
TreatFracDisLowExtremity,ICD10PCS,0QSM35Z
TreatFracDisLowExtremity,ICD10PCS,0QSG0CZ
TreatFracDisLowExtremity,ICD10PCS,0QSR04Z
TreatFracDisLowExtremity,ICD10PCS,0QHJ3BZ
TreatFracDisLowExtremity,ICD10PCS,0QSL45Z
TreatFracDisLowExtremity,ICD10PCS,0QPP44Z
TreatFracDisLowExtremity,ICD10PCS,0QHP35Z
TreatFracDisLowExtremity,ICD10PCS,0QHQ04Z
TreatFracDisLowExtremity,ICD10PCS,0QWJ45Z
TreatFracDisLowExtremity,ICD10PCS,0QHJ35Z
TreatFracDisLowExtremity,ICD10PCS,0QWP34Z
TreatFracDisLowExtremity,ICD10PCS,0QPP34Z
TreatFracDisLowExtremity,ICD10PCS,0QWF05Z
TreatFracDisLowExtremity,ICD10PCS,0QSG06Z
